block,regime,LR,PREVALENCE,RF,BSS_LR,BSS_RF
COMBINED,GROUP_STUDY,0.1456140381477557,0.11736088645566913,0.1323011378307652,-0.24073737465129552,-0.12730179386246765
COMBINED,LOSO,0.14351372644541815,0.1192015541398622,0.13186248301899983,-0.20395851783131835,-0.10621446146819724
COMBINED,RANDOM,0.10439463586321265,0.11696882536349697,0.09937925640769105,0.10750034858611479,0.15037826447469127
